id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
202150-234906,2021-12-18,202150,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,50,29.0,255.0
202151-234906,2021-12-25,202151,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,51,83.0,232.0
202152-234906,2022-01-01,202152,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,52,112.0,172.0
202201-234906,2022-01-08,202201,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,1,46.0,102.0
202202-234906,2022-01-15,202202,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,2,23.0,0.0
202203-234906,2022-01-22,202203,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,3,12.0,50.0
202204-234906,2022-01-29,202204,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,4,37.0,39.0
202205-234906,2022-02-05,202205,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,5,11.0,22.0
202206-234906,2022-02-12,202206,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,6,34.0,12.0
202207-234906,2022-02-19,202207,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,7,20.0,11.0
202208-234906,2022-02-26,202208,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,8,1.0,14.0
202209-234906,2022-03-05,202209,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,9,0.0,27.0
202210-234906,2022-03-12,202210,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,10,3.0,24.0
202211-234906,2022-03-19,202211,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,11,60.0,20.0
202212-234906,2022-03-26,202212,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,12,10.0,4.0
202213-234906,2022-04-02,202213,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,13,50.0,9.0
202214-234906,2022-04-09,202214,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,14,95.0,5.0
202215-234906,2022-04-16,202215,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,15,13.0,4.0
202216-234906,2022-04-23,202216,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,16,14.0,6.0
202217-234906,2022-04-30,202217,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,17,0.0,9.0
202218-234906,2022-05-07,202218,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,18,0.0,3.0
202219-234906,2022-05-14,202219,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,19,0.0,9.0
202220-234906,2022-05-21,202220,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,20,15.0,13.0
202221-234906,2022-05-28,202221,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,21,46.0,23.0
202222-234906,2022-06-04,202222,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,22,0.0,1.0
202223-234906,2022-06-11,202223,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,23,0.0,47.0
202224-234906,2022-06-18,202224,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,24,0.0,59.0
202225-234906,2022-06-25,202225,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,25,10.0,51.0
202226-234906,2022-07-02,202226,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,26,50.0,50.0
202227-234906,2022-07-09,202227,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,27,0.0,67.0
202228-234906,2022-07-16,202228,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,28,51.0,50.0
202229-234906,2022-07-23,202229,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,29,0.0,60.0
202230-234906,2022-07-30,202230,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,30,0.0,106.0
202231-234906,2022-08-06,202231,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,31,85.0,63.0
202232-234906,2022-08-13,202232,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,32,217.0,42.0
202233-234906,2022-08-20,202233,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,33,35.0,42.0
202234-234906,2022-08-27,202234,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,34,38.0,68.0
202235-234906,2022-09-03,202235,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,35,17.0,135.0
202236-234906,2022-09-10,202236,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,36,106.0,96.0
202237-234906,2022-09-17,202237,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,37,10.0,85.0
202238-234906,2022-09-24,202238,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,38,128.0,53.0
202239-234906,2022-10-01,202239,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,39,6.0,50.0
202240-234906,2022-10-08,202240,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,40,38.0,38.0
202241-234906,2022-10-15,202241,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,41,0.0,34.0
202242-234906,2022-10-22,202242,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,42,28.0,40.0
202243-234906,2022-10-29,202243,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,43,0.0,62.0
202244-234906,2022-11-05,202244,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,44,81.0,52.0
202245-234906,2022-11-12,202245,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,45,0.0,63.0
202246-234906,2022-11-19,202246,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,46,46.0,44.0
202247-234906,2022-11-26,202247,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,47,0.0,52.0
202248-234906,2022-12-03,202248,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,48,0.0,92.0
202249-234906,2022-12-10,202249,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,49,64.0,191.0
202250-234906,2022-12-17,202250,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,50,17.0,169.0
202251-234906,2022-12-24,202251,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,51,20.0,136.0
202252-234906,2022-12-31,202252,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,52,12.0,122.0
202301-234906,2023-01-07,202301,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,1,20.0,87.0
202302-234906,2023-01-14,202302,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,2,3.0,87.0
202303-234906,2023-01-21,202303,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,3,6.0,73.0
202304-234906,2023-01-28,202304,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,4,62.0,104.0
202305-234906,2023-02-04,202305,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,5,20.0,67.0
202306-234906,2023-02-11,202306,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,6,69.0,55.0
202307-234906,2023-02-18,202307,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,7,0.0,4.0
202308-234906,2023-02-25,202308,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,8,49.0,45.0
202309-234906,2023-03-04,202309,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,9,0.0,61.0
202310-234906,2023-03-11,202310,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,10,20.0,31.0
202311-234906,2023-03-18,202311,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,11,104.0,22.0
202312-234906,2023-03-25,202312,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,12,108.0,26.0
202313-234906,2023-04-01,202313,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,13,0.0,38.0
202314-234906,2023-04-08,202314,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,14,0.0,72.0
202315-234906,2023-04-15,202315,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,15,75.0,148.0
202316-234906,2023-04-22,202316,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,16,92.0,94.0
202317-234906,2023-04-29,202317,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,17,244.0,6.0
202318-234906,2023-05-06,202318,234906,0,1,0,0,0,0,0,92,15.6,0,0,1,18,44.0,70.0
202003-235893,2020-01-18,202003,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,3,1.0,11.0
202004-235893,2020-01-25,202004,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,4,1.0,16.0
202005-235893,2020-02-01,202005,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,5,5.0,14.0
202006-235893,2020-02-08,202006,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,6,10.0,14.0
202007-235893,2020-02-15,202007,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,7,16.0,13.0
202008-235893,2020-02-22,202008,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,8,5.0,15.0
202009-235893,2020-02-29,202009,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,9,10.0,9.0
202010-235893,2020-03-07,202010,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,10,7.0,8.0
202011-235893,2020-03-14,202011,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,11,22.0,5.0
202012-235893,2020-03-21,202012,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,12,14.0,4.0
202013-235893,2020-03-28,202013,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,13,4.0,4.0
202014-235893,2020-04-04,202014,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,14,3.0,2.0
202015-235893,2020-04-11,202015,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,15,1.0,1.0
202016-235893,2020-04-18,202016,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,16,1.0,0.0
202017-235893,2020-04-25,202017,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,17,0.0,1.0
202018-235893,2020-05-02,202018,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,18,0.0,1.0
202019-235893,2020-05-09,202019,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,19,0.0,4.0
202020-235893,2020-05-16,202020,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,20,0.0,9.0
202021-235893,2020-05-23,202021,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,21,0.0,19.0
202022-235893,2020-05-30,202022,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,22,10.0,41.0
202023-235893,2020-06-06,202023,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,23,33.0,58.0
202024-235893,2020-06-13,202024,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,24,28.0,61.0
202025-235893,2020-06-20,202025,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,25,26.0,65.0
202026-235893,2020-06-27,202026,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,26,24.0,78.0
202027-235893,2020-07-04,202027,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,27,60.0,43.0
202028-235893,2020-07-11,202028,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,28,40.0,25.0
202029-235893,2020-07-18,202029,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,29,60.0,16.0
202030-235893,2020-07-25,202030,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,30,20.0,12.0
202031-235893,2020-08-01,202031,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,31,8.0,0.0
202032-235893,2020-08-08,202032,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,32,3.0,3.0
202033-235893,2020-08-15,202033,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,33,2.0,1.0
202034-235893,2020-08-22,202034,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,34,0.0,1.0
202035-235893,2020-08-29,202035,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,35,1.0,0.0
202036-235893,2020-09-05,202036,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,36,0.0,0.0
202037-235893,2020-09-12,202037,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,37,0.0,0.0
202038-235893,2020-09-19,202038,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,38,0.0,0.0
202039-235893,2020-09-26,202039,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,39,0.0,2.0
202040-235893,2020-10-03,202040,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,40,0.0,4.0
202041-235893,2020-10-10,202041,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,41,0.0,9.0
202042-235893,2020-10-17,202042,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,42,10.0,21.0
202043-235893,2020-10-24,202043,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,43,45.0,23.0
202044-235893,2020-10-31,202044,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,44,26.0,13.0
202045-235893,2020-11-07,202045,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,45,4.0,8.0
202046-235893,2020-11-14,202046,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,46,2.0,6.0
202047-235893,2020-11-21,202047,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,47,2.0,7.0
202048-235893,2020-11-28,202048,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,48,0.0,11.0
202049-235893,2020-12-05,202049,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,49,0.0,21.0
202050-235893,2020-12-12,202050,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,50,6.0,42.0
202051-235893,2020-12-19,202051,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,51,7.0,59.0
202052-235893,2020-12-26,202052,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,52,10.0,83.0
202053-235893,2021-01-02,202053,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,53,28.0,57.0
202101-235893,2021-01-09,202101,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,1,21.0,44.0
202102-235893,2021-01-16,202102,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,2,9.0,40.0
202103-235893,2021-01-23,202103,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,3,7.0,47.0
202104-235893,2021-01-30,202104,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,4,31.0,30.0
202105-235893,2021-02-06,202105,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,5,27.0,27.0
202106-235893,2021-02-13,202106,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,6,47.0,22.0
202107-235893,2021-02-20,202107,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,7,50.0,15.0
202108-235893,2021-02-27,202108,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,8,7.0,13.0
202109-235893,2021-03-06,202109,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,9,5.0,8.0
202110-235893,2021-03-13,202110,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,10,2.0,6.0
202111-235893,2021-03-20,202111,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,11,0.0,7.0
202112-235893,2021-03-27,202112,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,12,1.0,13.0
202113-235893,2021-04-03,202113,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,13,13.0,20.0
202114-235893,2021-04-10,202114,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,14,24.0,19.0
202115-235893,2021-04-17,202115,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,15,33.0,14.0
202116-235893,2021-04-24,202116,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,16,8.0,14.0
202117-235893,2021-05-01,202117,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,17,9.0,7.0
202118-235893,2021-05-08,202118,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,18,4.0,4.0
202119-235893,2021-05-15,202119,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,19,3.0,2.0
202120-235893,2021-05-22,202120,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,20,2.0,1.0
202121-235893,2021-05-29,202121,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,21,0.0,1.0
202122-235893,2021-06-05,202122,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,22,0.0,1.0
202123-235893,2021-06-12,202123,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,23,1.0,0.0
202124-235893,2021-06-19,202124,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,24,0.0,0.0
202125-235893,2021-06-26,202125,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,25,0.0,0.0
202126-235893,2021-07-03,202126,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,26,0.0,0.0
202127-235893,2021-07-10,202127,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,27,0.0,0.0
202128-235893,2021-07-17,202128,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,28,0.0,0.0
202129-235893,2021-07-24,202129,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,29,0.0,0.0
202130-235893,2021-07-31,202130,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,30,0.0,0.0
202131-235893,2021-08-07,202131,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,31,0.0,0.0
202132-235893,2021-08-14,202132,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,32,0.0,0.0
202133-235893,2021-08-21,202133,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,33,0.0,0.0
202134-235893,2021-08-28,202134,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,34,0.0,0.0
202135-235893,2021-09-04,202135,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,35,0.0,0.0
202136-235893,2021-09-11,202136,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,36,0.0,1.0
202137-235893,2021-09-18,202137,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,37,0.0,3.0
202138-235893,2021-09-25,202138,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,38,0.0,7.0
202139-235893,2021-10-02,202139,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,39,0.0,16.0
202140-235893,2021-10-09,202140,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,40,0.0,35.0
202141-235893,2021-10-16,202141,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,41,1.0,75.0
202142-235893,2021-10-23,202142,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,42,35.0,157.0
202143-235893,2021-10-30,202143,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,43,166.0,90.0
202144-235893,2021-11-06,202144,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,44,50.0,54.0
202145-235893,2021-11-13,202145,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,45,22.0,36.0
202146-235893,2021-11-20,202146,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,46,11.0,29.0
202147-235893,2021-11-27,202147,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,47,3.0,31.0
202148-235893,2021-12-04,202148,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,48,12.0,19.0
202149-235893,2021-12-11,202149,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,49,6.0,13.0
202150-235893,2021-12-18,202150,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,50,0.0,9.0
202151-235893,2021-12-25,202151,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,51,2.0,9.0
202152-235893,2022-01-01,202152,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,52,4.0,5.0
202201-235893,2022-01-08,202201,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,1,2.0,3.0
202202-235893,2022-01-15,202202,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,2,0.0,3.0
202203-235893,2022-01-22,202203,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,3,1.0,4.0
202204-235893,2022-01-29,202204,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,4,2.0,2.0
202205-235893,2022-02-05,202205,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,5,2.0,1.0
202206-235893,2022-02-12,202206,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,6,1.0,1.0
202207-235893,2022-02-19,202207,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,7,0.0,1.0
202208-235893,2022-02-26,202208,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,8,0.0,1.0
202209-235893,2022-03-05,202209,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,9,1.0,0.0
202210-235893,2022-03-12,202210,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,10,0.0,0.0
202211-235893,2022-03-19,202211,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,11,0.0,0.0
202212-235893,2022-03-26,202212,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,12,0.0,0.0
202213-235893,2022-04-02,202213,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,13,0.0,0.0
202214-235893,2022-04-09,202214,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,14,0.0,0.0
202215-235893,2022-04-16,202215,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,15,0.0,0.0
202216-235893,2022-04-23,202216,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,16,0.0,0.0
202217-235893,2022-04-30,202217,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,17,0.0,0.0
202218-235893,2022-05-07,202218,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,18,0.0,0.0
202219-235893,2022-05-14,202219,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,19,0.0,0.0
202220-235893,2022-05-21,202220,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,20,0.0,0.0
202221-235893,2022-05-28,202221,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,21,0.0,0.0
202222-235893,2022-06-04,202222,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,22,0.0,0.0
202223-235893,2022-06-11,202223,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,23,0.0,0.0
202224-235893,2022-06-18,202224,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,24,19.0,68.0
202225-235893,2022-06-25,202225,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,25,23.0,33.0
202226-235893,2022-07-02,202226,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,26,28.0,18.0
202227-235893,2022-07-09,202227,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,27,0.0,15.0
202228-235893,2022-07-16,202228,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,28,0.0,23.0
202229-235893,2022-07-23,202229,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,29,0.0,37.0
202230-235893,2022-07-30,202230,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,30,0.0,53.0
202231-235893,2022-08-06,202231,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,31,3.0,64.0
202232-235893,2022-08-13,202232,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,32,45.0,40.0
202233-235893,2022-08-20,202233,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,33,0.0,40.0
202234-235893,2022-08-27,202234,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,34,9.0,0.0
202235-235893,2022-09-03,202235,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,35,14.0,44.0
202236-235893,2022-09-10,202236,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,36,0.0,50.0
202237-235893,2022-09-17,202237,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,37,0.0,66.0
202238-235893,2022-09-24,202238,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,38,43.0,118.0
202239-235893,2022-10-01,202239,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,39,0.0,121.0
202240-235893,2022-10-08,202240,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,40,7.0,110.0
202241-235893,2022-10-15,202241,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,41,28.0,67.0
202242-235893,2022-10-22,202242,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,42,12.0,48.0
202243-235893,2022-10-29,202243,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,43,51.0,58.0
202244-235893,2022-11-05,202244,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,44,29.0,104.0
202245-235893,2022-11-12,202245,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,45,17.0,78.0
202246-235893,2022-11-19,202246,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,46,55.0,62.0
202247-235893,2022-11-26,202247,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,47,0.0,82.0
202248-235893,2022-12-03,202248,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,48,98.0,49.0
202249-235893,2022-12-10,202249,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,49,8.0,37.0
202250-235893,2022-12-17,202250,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,50,0.0,49.0
202251-235893,2022-12-24,202251,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,51,7.0,38.0
202252-235893,2022-12-31,202252,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,52,17.0,50.0
202301-235893,2023-01-07,202301,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,1,30.0,23.0
202302-235893,2023-01-14,202302,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,2,8.0,11.0
202303-235893,2023-01-21,202303,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,3,69.0,6.0
202304-235893,2023-01-28,202304,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,4,117.0,6.0
202305-235893,2023-02-04,202305,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,5,0.0,12.0
202306-235893,2023-02-11,202306,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,6,9.0,25.0
202307-235893,2023-02-18,202307,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,7,10.0,25.0
202308-235893,2023-02-25,202308,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,8,38.0,40.0
202309-235893,2023-03-04,202309,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,9,0.0,80.0
202310-235893,2023-03-11,202310,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,10,0.0,167.0
202311-235893,2023-03-18,202311,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,11,37.0,111.0
202312-235893,2023-03-25,202312,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,12,39.0,52.0
202313-235893,2023-04-01,202313,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,13,18.0,25.0
202314-235893,2023-04-08,202314,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,14,106.0,14.0
202315-235893,2023-04-15,202315,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,15,45.0,13.0
202316-235893,2023-04-22,202316,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,16,0.0,21.0
202317-235893,2023-04-29,202317,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,17,0.0,44.0
202318-235893,2023-05-06,202318,235893,0,0,0,0,1,0,0,93,17.3,0,1,0,18,37.0,58.0
202042-236880,2020-10-17,202042,236880,0,1,0,0,0,0,0,94,15.6,0,1,0,42,33.0,1.0
202043-236880,2020-10-24,202043,236880,0,1,0,0,0,0,0,94,15.6,0,1,0,43,32.0,11.0
202044-236880,2020-10-31,202044,236880,0,1,0,0,0,0,0,94,15.6,0,1,0,44,59.0,28.0
202047-236880,2020-11-21,202047,236880,0,1,0,0,0,0,0,94,15.6,0,1,0,47,121.0,62.0
202103-236880,2021-01-23,202103,236880,0,1,0,0,0,0,0,94,15.6,0,1,0,3,0.0,134.0
202206-236880,2022-02-12,202206,236880,0,1,0,0,0,0,0,94,15.6,0,1,0,6,54.0,299.0
