,id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
5372,202209-191478,2022-03-05,202209,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,9,112.0,37.0
5373,202210-191478,2022-03-12,202210,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,10,41.0,105.0
5374,202211-191478,2022-03-19,202211,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,11,43.0,52.0
5375,202212-191478,2022-03-26,202212,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,12,97.0,85.0
5376,202213-191478,2022-04-02,202213,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,13,100.0,99.0
5377,202214-191478,2022-04-09,202214,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,14,100.0,116.0
5378,202215-191478,2022-04-16,202215,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,15,84.0,61.0
5379,202216-191478,2022-04-23,202216,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,16,108.0,74.0
5380,202217-191478,2022-04-30,202217,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,17,35.0,60.0
5381,202218-191478,2022-05-07,202218,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,18,20.0,76.0
5382,202219-191478,2022-05-14,202219,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,19,57.0,84.0
5383,202220-191478,2022-05-21,202220,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,20,54.0,53.0
5384,202221-191478,2022-05-28,202221,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,21,74.0,81.0
5385,202222-191478,2022-06-04,202222,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,22,32.0,63.0
5386,202223-191478,2022-06-11,202223,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,23,43.0,127.0
5387,202224-191478,2022-06-18,202224,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,24,55.0,112.0
5388,202225-191478,2022-06-25,202225,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,25,50.0,101.0
5389,202226-191478,2022-07-02,202226,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,26,14.0,32.0
5390,202227-191478,2022-07-09,202227,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,27,0.0,39.0
5391,202228-191478,2022-07-16,202228,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,28,5.0,77.0
5392,202229-191478,2022-07-23,202229,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,29,13.0,25.0
5393,202230-191478,2022-07-30,202230,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,30,20.0,48.0
5394,202231-191478,2022-08-06,202231,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,31,15.5,28.0
5395,202232-191478,2022-08-13,202232,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,32,11.0,40.0
5396,202233-191478,2022-08-20,202233,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,33,19.0,47.0
5397,202234-191478,2022-08-27,202234,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,34,18.0,57.0
5398,202235-191478,2022-09-03,202235,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,35,121.0,96.0
5399,202236-191478,2022-09-10,202236,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,36,50.0,54.0
5400,202237-191478,2022-09-17,202237,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,37,127.0,47.0
5401,202238-191478,2022-09-24,202238,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,38,27.0,82.0
5402,202239-191478,2022-10-01,202239,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,39,105.0,26.0
5403,202240-191478,2022-10-08,202240,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,40,39.0,149.0
5404,202241-191478,2022-10-15,202241,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,41,48.5,22.0
5405,202242-191478,2022-10-22,202242,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,42,58.0,125.0
5406,202243-191478,2022-10-29,202243,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,43,117.0,31.0
5407,202244-191478,2022-11-05,202244,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,44,17.0,133.0
5408,202245-191478,2022-11-12,202245,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,45,55.0,58.0
5409,202246-191478,2022-11-19,202246,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,46,57.0,71.0
5410,202247-191478,2022-11-26,202247,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,47,36.0,119.0
5411,202248-191478,2022-12-03,202248,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,48,39.0,43.0
5412,202249-191478,2022-12-10,202249,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,49,89.0,65.0
5413,202250-191478,2022-12-17,202250,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,50,44.0,42.0
5414,202251-191478,2022-12-24,202251,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,51,73.0,51.0
5415,202252-191478,2022-12-31,202252,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,52,32.0,66.0
5416,202301-191478,2023-01-07,202301,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,1,30.0,69.0
5417,202302-191478,2023-01-14,202302,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,2,42.0,129.0
5418,202303-191478,2023-01-21,202303,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,3,66.0,45.0
5419,202304-191478,2023-01-28,202304,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,4,63.0,103.0
5420,202305-191478,2023-02-04,202305,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,5,26.0,50.0
5421,202306-191478,2023-02-11,202306,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,6,74.0,50.0
5422,202307-191478,2023-02-18,202307,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,7,61.0,58.0
5423,202308-191478,2023-02-25,202308,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,8,57.0,28.0
5424,202309-191478,2023-03-04,202309,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,9,53.0,102.0
5425,202310-191478,2023-03-11,202310,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,10,106.0,23.0
5426,202311-191478,2023-03-18,202311,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,11,66.0,179.0
5427,202312-191478,2023-03-25,202312,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,12,118.0,13.0
5428,202313-191478,2023-04-01,202313,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,13,126.0,122.0
5429,202314-191478,2023-04-08,202314,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,14,61.0,11.0
5430,202315-191478,2023-04-15,202315,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,15,76.0,136.0
5431,202316-191478,2023-04-22,202316,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,16,61.0,17.0
5432,202317-191478,2023-04-29,202317,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,17,100.0,232.0
5433,202318-191478,2023-05-06,202318,191478,0,0,1,0,0,0,0,72,17.3,0,0,1,18,66.0,35.0
5434,202152-192465,2022-01-01,202152,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,52,71.0,225.0
5435,202201-192465,2022-01-08,202201,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,1,63.0,74.0
5436,202202-192465,2022-01-15,202202,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,2,80.0,207.0
5437,202203-192465,2022-01-22,202203,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,3,57.0,78.0
5438,202204-192465,2022-01-29,202204,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,4,112.0,122.0
5439,202205-192465,2022-02-05,202205,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,5,63.0,37.0
5440,202206-192465,2022-02-12,202206,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,6,57.0,109.0
5441,202207-192465,2022-02-19,202207,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,7,75.0,20.0
5442,202208-192465,2022-02-26,202208,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,8,82.0,53.0
5443,202209-192465,2022-03-05,202209,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,9,53.0,17.0
5444,202210-192465,2022-03-12,202210,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,10,77.0,29.0
5445,202211-192465,2022-03-19,202211,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,11,44.0,25.0
5446,202212-192465,2022-03-26,202212,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,12,26.0,24.0
5447,202213-192465,2022-04-02,202213,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,13,43.0,50.0
5448,202214-192465,2022-04-09,202214,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,14,25.0,35.0
5449,202215-192465,2022-04-16,202215,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,15,39.0,105.0
5450,202216-192465,2022-04-23,202216,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,16,61.0,127.0
5451,202217-192465,2022-04-30,202217,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,17,63.0,149.0
5452,202218-192465,2022-05-07,202218,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,18,64.0,35.0
5453,202219-192465,2022-05-14,202219,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,19,138.0,102.0
5454,202220-192465,2022-05-21,202220,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,20,66.0,21.0
5455,202221-192465,2022-05-28,202221,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,21,82.0,79.0
5456,202222-192465,2022-06-04,202222,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,22,121.0,21.0
5457,202223-192465,2022-06-11,202223,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,23,121.0,104.0
5458,202224-192465,2022-06-18,202224,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,24,53.0,36.0
5459,202225-192465,2022-06-25,202225,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,25,91.0,144.0
5460,202226-192465,2022-07-02,202226,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,26,61.0,47.0
5461,202227-192465,2022-07-09,202227,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,27,67.0,123.0
5462,202228-192465,2022-07-16,202228,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,28,56.0,30.0
5463,202229-192465,2022-07-23,202229,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,29,115.0,65.0
5464,202230-192465,2022-07-30,202230,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,30,32.0,31.0
5465,202231-192465,2022-08-06,202231,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,31,68.0,47.0
5466,202232-192465,2022-08-13,202232,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,32,50.0,32.0
5467,202233-192465,2022-08-20,202233,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,33,38.0,58.0
5468,202234-192465,2022-08-27,202234,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,34,54.0,24.0
5469,202235-192465,2022-09-03,202235,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,35,42.0,106.0
5470,202236-192465,2022-09-10,202236,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,36,12.0,31.0
5471,202237-192465,2022-09-17,202237,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,37,20.0,113.0
5472,202238-192465,2022-09-24,202238,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,38,22.0,20.0
5473,202239-192465,2022-10-01,202239,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,39,70.0,64.0
5474,202240-192465,2022-10-08,202240,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,40,57.0,10.0
5475,202241-192465,2022-10-15,202241,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,41,66.0,55.0
5476,202242-192465,2022-10-22,202242,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,42,93.0,5.0
5477,202243-192465,2022-10-29,202243,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,43,61.5,69.0
5478,202244-192465,2022-11-05,202244,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,44,30.0,2.0
5479,202245-192465,2022-11-12,202245,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,45,31.0,100.0
5480,202246-192465,2022-11-19,202246,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,46,27.0,0.0
5481,202247-192465,2022-11-26,202247,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,47,30.0,190.0
5482,202248-192465,2022-12-03,202248,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,48,28.0,0.0
5483,202249-192465,2022-12-10,202249,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,49,23.0,217.0
5484,202250-192465,2022-12-17,202250,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,50,16.0,0.0
5485,202251-192465,2022-12-24,202251,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,51,18.0,224.0
5486,202252-192465,2022-12-31,202252,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,52,12.0,2.0
5487,202301-192465,2023-01-07,202301,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,1,31.0,214.0
5488,202302-192465,2023-01-14,202302,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,2,60.0,5.0
5489,202303-192465,2023-01-21,202303,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,3,89.0,134.0
5490,202304-192465,2023-01-28,202304,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,4,10.0,12.0
5491,202305-192465,2023-02-04,202305,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,5,21.0,134.0
5492,202306-192465,2023-02-11,202306,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,6,27.0,28.0
5493,202307-192465,2023-02-18,202307,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,7,48.0,214.0
5494,202308-192465,2023-02-25,202308,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,8,40.0,60.0
5495,202309-192465,2023-03-04,202309,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,9,47.0,194.0
5496,202310-192465,2023-03-11,202310,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,10,17.0,47.0
5497,202311-192465,2023-03-18,202311,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,11,73.0,106.0
5498,202312-192465,2023-03-25,202312,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,12,52.0,62.0
5499,202313-192465,2023-04-01,202313,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,13,31.0,82.0
5500,202314-192465,2023-04-08,202314,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,14,6.0,87.0
5501,202315-192465,2023-04-15,202315,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,15,41.0,43.0
5502,202316-192465,2023-04-22,202316,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,16,34.0,48.0
5503,202317-192465,2023-04-29,202317,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,17,42.0,32.0
5504,202318-192465,2023-05-06,202318,192465,0,0,1,0,0,0,0,73,17.3,0,0,1,18,18.0,38.0
5505,202228-193452,2022-07-16,202228,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,28,25.0,20.0
5506,202229-193452,2022-07-23,202229,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,29,15.0,34.0
5507,202230-193452,2022-07-30,202230,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,30,22.0,22.0
5508,202231-193452,2022-08-06,202231,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,31,14.0,50.0
5509,202232-193452,2022-08-13,202232,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,32,16.0,18.0
5510,202233-193452,2022-08-20,202233,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,33,24.0,40.0
5511,202234-193452,2022-08-27,202234,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,34,17.0,26.0
5512,202235-193452,2022-09-03,202235,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,35,18.0,54.0
5513,202236-193452,2022-09-10,202236,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,36,19.0,51.0
5514,202237-193452,2022-09-17,202237,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,37,14.0,52.0
5515,202238-193452,2022-09-24,202238,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,38,40.0,25.0
5516,202239-193452,2022-10-01,202239,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,39,20.0,81.0
5517,202240-193452,2022-10-08,202240,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,40,18.0,16.0
5518,202241-193452,2022-10-15,202241,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,41,52.0,43.0
5519,202242-193452,2022-10-22,202242,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,42,28.0,19.0
5520,202243-193452,2022-10-29,202243,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,43,34.0,32.0
5521,202244-193452,2022-11-05,202244,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,44,29.0,34.0
5522,202245-193452,2022-11-12,202245,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,45,10.0,40.0
5523,202246-193452,2022-11-19,202246,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,46,24.0,70.0
5524,202247-193452,2022-11-26,202247,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,47,11.0,74.0
5525,202248-193452,2022-12-03,202248,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,48,11.0,107.0
5526,202249-193452,2022-12-10,202249,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,49,31.0,35.0
5527,202250-193452,2022-12-17,202250,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,50,43.0,66.0
5528,202251-193452,2022-12-24,202251,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,51,14.0,17.0
5529,202252-193452,2022-12-31,202252,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,52,14.5,64.0
5530,202301-193452,2023-01-07,202301,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,1,15.0,10.0
5531,202302-193452,2023-01-14,202302,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,2,16.0,68.0
5532,202303-193452,2023-01-21,202303,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,3,7.0,11.0
5533,202304-193452,2023-01-28,202304,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,4,41.0,33.0
5534,202305-193452,2023-02-04,202305,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,5,14.0,20.0
5535,202306-193452,2023-02-11,202306,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,6,30.0,20.0
5536,202307-193452,2023-02-18,202307,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,7,3.0,42.0
5537,202308-193452,2023-02-25,202308,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,8,20.0,19.0
5538,202309-193452,2023-03-04,202309,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,9,5.0,89.0
5539,202310-193452,2023-03-11,202310,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,10,6.0,31.0
5540,202311-193452,2023-03-18,202311,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,11,12.0,91.0
5541,202312-193452,2023-03-25,202312,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,12,16.0,63.0
5542,202313-193452,2023-04-01,202313,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,13,8.0,146.0
5543,202314-193452,2023-04-08,202314,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,14,22.0,46.0
5544,202315-193452,2023-04-15,202315,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,15,8.0,171.0
5545,202316-193452,2023-04-22,202316,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,16,11.0,58.0
5546,202317-193452,2023-04-29,202317,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,17,33.0,129.0
5547,202318-193452,2023-05-06,202318,193452,0,0,0,0,0,0,1,74,16.1,0,0,1,18,18.0,104.0
5548,202205-195426,2022-02-05,202205,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,5,32.0,82.0
5549,202206-195426,2022-02-12,202206,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,6,29.0,80.0
5550,202207-195426,2022-02-19,202207,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,7,3.0,84.0
5551,202208-195426,2022-02-26,202208,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,8,8.0,102.0
5552,202210-195426,2022-03-12,202210,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,10,23.0,51.0
5553,202211-195426,2022-03-19,202211,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,11,12.0,186.0
5554,202212-195426,2022-03-26,202212,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,12,7.0,42.0
5555,202213-195426,2022-04-02,202213,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,13,33.0,139.0
5556,202214-195426,2022-04-09,202214,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,14,4.0,59.0
5557,202215-195426,2022-04-16,202215,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,15,9.0,173.0
5558,202216-195426,2022-04-23,202216,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,16,6.0,2.0
5559,202217-195426,2022-04-30,202217,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,17,3.0,71.0
5560,202218-195426,2022-05-07,202218,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,18,3.0,6.0
5561,202219-195426,2022-05-14,202219,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,19,32.0,33.0
5562,202220-195426,2022-05-21,202220,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,20,38.0,14.0
5563,202221-195426,2022-05-28,202221,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,21,21.0,15.0
5564,202222-195426,2022-06-04,202222,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,22,27.0,31.0
5565,202223-195426,2022-06-11,202223,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,23,20.0,7.0
5566,202224-195426,2022-06-18,202224,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,24,18.0,67.0
5567,202225-195426,2022-06-25,202225,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,25,12.0,4.0
5568,202226-195426,2022-07-02,202226,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,26,43.0,62.0
5569,202227-195426,2022-07-09,202227,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,27,20.0,6.0
5570,202228-195426,2022-07-16,202228,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,28,38.0,95.0
5571,202229-195426,2022-07-23,202229,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,29,22.0,12.0
5572,202230-195426,2022-07-30,202230,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,30,63.0,75.0
5573,202231-195426,2022-08-06,202231,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,31,24.0,27.0
5574,202232-195426,2022-08-13,202232,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,32,86.0,43.0
5575,202233-195426,2022-08-20,202233,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,33,25.0,21.0
5576,202239-195426,2022-10-01,202239,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,39,104.0,36.0
5577,202241-195426,2022-10-15,202241,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,41,36.0,28.0
5578,202242-195426,2022-10-22,202242,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,42,113.0,24.0
5579,202243-195426,2022-10-29,202243,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,43,121.0,49.0
5580,202244-195426,2022-11-05,202244,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,44,102.0,24.0
5581,202245-195426,2022-11-12,202245,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,45,52.0,73.0
5582,202246-195426,2022-11-19,202246,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,46,81.0,39.0
5583,202247-195426,2022-11-26,202247,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,47,70.0,35.0
5584,202248-195426,2022-12-03,202248,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,48,79.0,21.0
5585,202249-195426,2022-12-10,202249,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,49,61.0,19.0
5586,202250-195426,2022-12-17,202250,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,50,83.0,17.0
5587,202251-195426,2022-12-24,202251,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,51,58.0,11.0
5588,202252-195426,2022-12-31,202252,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,52,118.0,24.0
5589,202301-195426,2023-01-07,202301,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,1,50.0,9.0
5590,202302-195426,2023-01-14,202302,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,2,50.0,45.0
5591,202303-195426,2023-01-21,202303,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,3,29.0,15.0
5592,202304-195426,2023-01-28,202304,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,4,45.0,43.0
5593,202305-195426,2023-02-04,202305,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,5,56.0,20.0
5594,202306-195426,2023-02-11,202306,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,6,59.0,28.5
5595,202307-195426,2023-02-18,202307,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,7,54.0,37.0
5596,202308-195426,2023-02-25,202308,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,8,48.0,22.0
5597,202309-195426,2023-03-04,202309,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,9,35.0,77.0
5598,202310-195426,2023-03-11,202310,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,10,51.0,29.0
5599,202311-195426,2023-03-18,202311,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,11,27.0,76.0
5600,202312-195426,2023-03-25,202312,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,12,121.0,54.0
5601,202313-195426,2023-04-01,202313,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,13,25.0,99.0
5602,202314-195426,2023-04-08,202314,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,14,43.0,64.0
5603,202315-195426,2023-04-15,202315,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,15,31.0,160.0
5604,202316-195426,2023-04-22,202316,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,16,64.0,42.0
5605,202317-195426,2023-04-29,202317,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,17,94.0,76.0
5606,202318-195426,2023-05-06,202318,195426,0,0,0,0,1,0,0,75,15.6,0,1,0,18,43.0,45.0
5607,202227-196413,2022-07-09,202227,196413,0,0,0,0,1,0,0,76,15.6,0,1,0,27,48.0,38.0
5608,202228-196413,2022-07-16,202228,196413,0,0,0,0,1,0,0,76,15.6,0,1,0,28,47.0,77.0
5609,202229-196413,2022-07-23,202229,196413,0,0,0,0,1,0,0,76,15.6,0,1,0,29,39.0,22.0
5610,202230-196413,2022-07-30,202230,196413,0,0,0,0,1,0,0,76,15.6,0,1,0,30,27.0,80.0
